Tabela 6957 - Produção, Valor da produção, Venda, Valor da venda e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por tipologia, produtos da lavoura temporária, condição do produtor em relação às terras e grupos de atividade econômica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Ano x Tipologia x Variável x Grupos de atividade econômica x Condição do produtor em relação às terras x Produtos da lavoura temporária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Área colhida nas lavouras temporárias (Hectares);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;Abacaxi;Abóbora, moranga, jerimum;Algodão herbáceo;Alho;Amendoim em casca;Arroz em casca;Aveia branca em grão;Batata-inglesa;Cana-de-açúcar;Cebola;Centeio em grão;Cevada em casca;Colza (canola);Ervilha em grão;Fava em grão;Feijão preto em grão;Feijão de cor em grão;Feijão fradinho em grão;Feijão verde;Fumo em folha seca;Gergelim (semente);Girassol (semente);Juta (fibra);Linho (fibra);Malva (fibra);Mamona;Mandioca (aipim, macaxeira);Melancia;Melão;Milho em grão;Rami (fibra);Soja em grão;Sorgo em grão;Sorgo vassoura;Tomate rasteiro (industrial);Trigo em grão;Trigo preto em grão;Triticale em grão;Forrageiras para corte;Cana forrageira;Milho forrageiro;Palma forrageira;Sorgo forrageiro;Outros produtos;Sementes de algodão (produzidas para plantio);Sementes de arroz (produzidas para plantio);Sementes de feijão (produzidas para plantio);Sementes de milho (produzidas para plantio);Sementes de soja (produzidas para plantio);Sementes de trigo (produzidas para plantio);Sementes de forrageiras (produzidas para plantio);Sementes de batata-inglesa (produzidas para plantio);Toletes de cana-de-açúcar (produzidas para plantio);Sementes e outras formas de propagação de outros produtos (produzidas para plantio)
2928000;Santaluz (BA);1397;-;2;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;16;12;-;-;-;-;-;-;X;7;3;X;15;-;-;-;-;X;-;-;-;3;-;X;1337;X;-;-;-;X;X;-;-;-;-;-;-
2928059;Santa Luzia (BA);97;15;2;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;X;2;-;-;-;-;-;-;-;71;X;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-
2928109;Santa Maria da Vitória (BA);1962;-;13;-;0;X;3;-;X;444;0;-;-;-;-;X;-;61;699;130;X;X;X;-;-;-;X;139;63;-;293;-;-;13;-;0;-;-;-;34;15;8;17;24;3;-;-;-;-;-;-;-;-;-;-
2928208;Santana (BA);5085;X;20;X;3;-;-;-;X;339;1;X;-;-;-;-;-;12;126;247;2;-;-;-;-;-;-;137;24;X;549;-;X;X;2;X;-;-;-;200;19;X;41;38;X;-;-;0;X;-;-;X;-;-;-
2928307;Santanópolis (BA);1095;-;11;-;-;1;-;-;-;X;0;-;-;-;-;-;2;122;447;52;3;-;-;-;-;-;-;39;X;-;389;-;-;-;-;X;-;-;-;-;-;X;28;-;1;-;-;-;-;-;-;-;-;-;-
2928406;Santa Rita de Cássia (BA);5133;X;190;-;-;1;34;-;1;112;X;-;-;-;-;-;-;23;1320;300;34;4;-;-;-;-;3;178;199;3;1480;-;X;X;-;X;-;-;-;9;29;24;34;X;0;-;-;X;X;-;-;-;-;-;59
2928505;Santa Terezinha (BA);304;X;7;-;-;3;-;-;-;-;X;-;-;-;-;-;-;19;2;4;-;-;-;-;-;-;-;108;1;-;22;-;-;-;-;-;-;-;-;X;-;2;120;-;X;-;-;-;-;-;-;-;-;-;-
2928604;Santo Amaro (BA);692;11;27;-;-;32;-;-;1;36;-;-;-;-;-;-;-;1;36;2;-;-;-;-;-;-;-;457;3;X;84;-;-;-;-;-;-;-;-;-;X;2;-;-;X;-;-;-;-;-;-;-;-;-;-
2928703;Santo Antônio de Jesus (BA);818;9;34;-;-;192;-;-;1;30;X;-;-;-;-;0;-;1;32;21;-;-;-;-;-;-;-;490;2;X;2;-;-;-;-;0;-;-;-;-;-;1;X;-;1;-;-;X;-;-;-;-;-;-;X
2928802;Santo Estêvão (BA);3168;-;75;-;-;4;-;-;X;X;X;-;-;-;-;-;4;1398;543;5;56;-;-;-;-;-;-;60;1;X;1010;-;-;-;-;-;-;-;-;-;-;-;7;-;4;-;-;-;-;-;-;-;-;-;-
2928901;São Desidério (BA);570579;4;429;72529;1;0;25;-;X;77;16;-;-;-;-;X;X;2798;9376;180;-;1;-;-;-;-;-;414;826;-;68484;-;374311;12860;-;X;X;-;-;X;2;X;X;75;11791;-;-;-;-;X;-;2280;-;-;13201
2928950;São Domingos (BA);417;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;X;0;X;X;-;-;-;-;X;-;-;-;-;-;-;408;X;-;-;-;-;-;-;-;-;-;-;-
2929008;São Félix (BA);473;2;12;-;-;58;-;-;-;1;X;-;-;-;-;-;X;X;2;2;-;-;-;-;-;-;-;391;X;-;4;-;-;-;-;0;-;-;-;-;-;0;-;-;X;-;-;-;-;-;-;-;-;-;-
2929057;São Félix do Coribe (BA);2465;-;129;-;X;-;-;-;X;16;X;-;-;-;-;-;-;4;1090;21;-;-;-;-;-;-;-;19;506;0;541;-;-;4;-;X;-;-;-;19;2;3;52;55;0;-;-;-;-;-;-;X;-;-;-
2929107;São Felipe (BA);1537;6;5;-;-;354;-;-;-;176;-;-;-;-;-;X;-;3;1;3;X;-;-;-;-;-;-;974;-;-;8;-;-;-;-;X;-;-;-;-;X;1;-;-;X;-;-;-;-;-;-;-;-;-;-
2929206;São Francisco do Conde (BA);118;12;2;-;X;3;-;-;X;49;0;-;-;-;-;-;-;X;4;0;-;-;-;-;-;-;-;45;0;0;2;-;-;-;-;0;-;-;-;-;X;X;-;-;X;-;-;-;-;-;-;-;-;-;-
2929255;São Gabriel (BA);1712;-;35;X;-;-;-;-;-;X;32;-;-;-;-;-;-;9;30;15;-;X;-;-;-;-;903;13;14;-;505;-;X;38;-;X;-;-;-;10;2;30;21;43;X;-;-;-;-;-;-;-;-;-;-
2929305;São Gonçalo dos Campos (BA);672;-;14;-;-;30;-;-;0;X;X;-;-;-;-;-;X;31;24;51;1;-;-;-;-;-;-;365;0;-;60;-;-;-;-;X;-;-;-;87;-;5;X;-;1;-;-;-;-;-;-;-;-;-;-
2929354;São José da Vitória (BA);18;0;3;-;-;-;-;-;-;X;X;-;-;-;-;-;-;1;X;X;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
2929370;São José do Jacuípe (BA);616;-;X;-;-;-;-;-;-;X;-;-;-;-;-;X;-;7;4;9;-;-;-;-;-;-;X;10;5;-;16;-;-;-;-;X;-;-;-;1;X;17;546;-;-;-;-;-;-;-;-;-;-;-;-
2929404;São Miguel das Matas (BA);1682;3;10;-;-;31;-;-;-;8;X;-;-;-;-;X;-;2;X;13;-;-;-;-;-;-;-;1568;X;-;6;-;-;-;-;-;-;-;-;36;-;1;-;-;X;-;-;-;-;-;-;-;-;-;-
2929503;São Sebastião do Passé (BA);399;40;3;-;-;3;X;-;1;7;X;-;-;-;-;-;-;1;4;3;-;-;-;-;-;-;-;319;2;-;11;-;-;-;-;0;-;-;-;-;1;1;-;-;3;-;-;-;-;-;-;-;-;-;X
2929602;Sapeaçu (BA);286;X;18;-;-;15;-;-;-;X;-;-;-;-;-;-;X;11;12;4;14;-;-;-;-;-;-;170;-;-;12;-;-;-;-;-;-;-;-;-;-;24;-;-;4;-;-;-;-;-;-;-;-;-;X
2929701;Sátiro Dias (BA);2644;-;103;-;X;27;-;-;-;-;X;-;-;-;-;-;X;210;683;159;-;-;-;-;-;-;-;128;340;X;898;-;X;-;-;X;-;-;-;9;X;34;48;X;X;-;-;-;-;-;-;-;-;-;-
2929750;Saubara (BA);140;8;6;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;64;4;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2929800;Saúde (BA);588;8;23;-;-;-;-;-;-;3;-;-;-;-;X;-;-;33;149;9;-;-;-;-;-;-;27;58;48;X;143;-;-;X;-;0;-;-;-;6;1;27;50;1;X;-;-;-;-;-;-;-;-;-;-
2929909;Seabra (BA);1683;4;18;-;0;-;X;-;1;6;3;-;-;-;-;0;X;116;226;11;106;-;-;-;-;-;53;682;47;-;140;-;-;-;X;11;-;-;-;41;3;34;168;X;9;-;-;-;-;-;-;-;-;-;-
2930006;Sebastião Laranjeiras (BA);1832;-;11;X;X;-;-;-;-;98;X;-;-;-;-;-;-;53;534;27;-;-;-;-;-;-;-;98;40;2;104;-;-;188;-;X;-;-;-;78;7;107;34;411;-;-;-;-;-;-;-;10;-;-;-
2930105;Senhor do Bonfim (BA);674;-;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;24;71;119;-;-;-;-;-;-;16;67;23;-;104;-;-;X;-;-;-;-;-;9;X;25;204;X;4;-;-;-;-;-;-;-;-;-;-
2930154;Serra do Ramalho (BA);6012;-;16;-;-;X;-;-;-;X;12;-;-;-;-;-;-;81;73;43;-;X;-;-;-;-;3;36;103;12;593;-;X;336;-;X;-;-;-;26;5;87;11;212;1;-;-;-;-;-;-;-;-;-;-
2930204;Sento Sé (BA);492;-;26;-;-;-;-;-;X;2;157;-;-;-;-;-;X;14;41;40;-;-;-;-;-;-;X;43;60;16;69;-;-;X;-;2;-;-;-;X;X;X;1;5;X;-;-;-;-;-;-;-;-;-;-
2930303;Serra Dourada (BA);783;X;2;-;1;-;X;-;-;40;0;-;-;-;-;-;-;4;178;86;-;-;-;-;-;-;X;88;1;-;117;-;-;4;X;X;-;-;-;10;19;5;64;163;-;-;-;-;-;-;-;-;-;-;-
2930402;Serra Preta (BA);377;-;X;-;-;-;-;-;X;-;-;-;-;-;-;-;X;158;4;-;-;-;-;-;-;-;-;1;-;-;98;-;-;-;-;-;-;-;-;X;-;22;92;-;-;-;-;-;-;-;-;-;-;-;-
2930501;Serrinha (BA);3499;X;15;-;X;1;-;-;-;X;-;-;-;-;-;-;29;2056;42;7;-;-;-;-;-;-;-;337;4;X;863;-;-;-;-;0;-;-;-;20;X;10;97;X;0;-;-;-;-;-;-;-;-;-;-
2930600;Serrolândia (BA);291;-;X;-;-;-;-;-;-;-;X;-;-;-;-;X;-;3;6;8;-;-;-;-;-;-;7;41;8;-;20;-;-;-;-;-;-;-;-;X;-;13;174;-;-;-;-;-;-;-;-;-;-;-;-
2930709;Simões Filho (BA);216;1;6;X;-;6;-;-;X;2;-;-;-;-;-;-;-;1;3;1;-;-;-;-;-;-;-;190;3;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
2930758;Sítio do Mato (BA);1063;-;23;-;-;-;-;-;1;9;-;-;-;-;-;-;-;203;139;46;-;X;-;-;-;-;-;51;37;1;197;-;X;12;-;X;-;-;-;42;22;X;47;6;1;-;-;-;-;-;-;-;-;-;-
2930766;Sítio do Quinto (BA);7568;-;24;-;-;X;-;-;X;-;X;-;-;-;-;-;X;3219;50;2;34;-;-;-;-;-;-;7;13;X;2358;-;-;X;-;X;-;-;-;31;-;1564;251;X;-;-;-;-;-;-;-;-;-;-;-
2930774;Sobradinho (BA);666;-;6;-;-;X;-;-;-;8;46;-;-;-;-;-;-;-;19;76;-;-;-;-;-;-;-;35;247;184;10;-;-;-;-;-;-;-;-;10;-;15;X;2;7;-;-;-;-;-;-;-;-;-;-
2930808;Souto Soares (BA);5479;-;1;-;X;-;1;-;-;73;27;-;-;-;-;X;-;273;387;13;-;-;-;-;-;-;2487;787;12;-;1352;-;-;8;-;21;-;-;-;3;-;14;12;4;-;-;-;-;-;-;-;-;-;-;-
2930907;Tabocas do Brejo Velho (BA);2196;-;5;-;1;-;2;-;X;48;1;-;-;-;-;-;-;15;209;38;-;-;-;-;-;-;-;133;2;-;367;-;X;-;-;X;-;-;-;-;X;-;5;-;X;-;-;-;-;-;-;-;-;-;-
2931004;Tanhaçu (BA);2291;X;26;197;X;-;-;-;-;5;0;-;-;-;-;18;-;28;558;132;-;1;-;-;-;-;X;40;139;X;93;-;-;1;-;1;-;-;-;70;4;34;931;10;3;-;-;-;-;-;-;-;-;-;-
2931053;Tanque Novo (BA);2550;X;5;-;2;-;-;-;-;4;X;-;-;-;-;-;-;125;1236;129;-;-;-;-;-;-;-;378;47;-;230;-;-;X;X;-;-;-;-;27;6;17;336;6;-;-;-;X;-;-;-;-;-;-;-
2931103;Tanquinho (BA);254;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125;8;4;-;-;-;-;-;-;-;X;-;-;11;-;-;-;-;-;-;-;-;-;-;X;106;-;X;-;-;-;-;-;-;-;-;-;-
2931202;Taperoá (BA);448;2;6;-;-;1;-;-;-;0;-;-;-;-;-;X;X;9;28;7;-;-;-;-;-;-;-;382;X;-;9;-;-;-;-;X;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;X;-
2931301;Tapiramutá (BA);1357;2;X;-;-;-;-;-;-;2;-;-;-;-;-;X;-;828;21;-;-;-;-;-;-;-;21;162;9;-;173;-;-;-;-;X;-;-;-;9;5;74;46;-;-;-;-;-;X;-;-;-;-;-;-
2931350;Teixeira de Freitas (BA);797;5;133;-;-;7;-;-;-;32;-;-;-;-;-;-;-;1;16;3;-;-;-;-;-;-;-;275;240;-;63;-;-;-;-;-;-;-;-;7;X;X;-;-;0;-;-;-;-;-;-;-;-;-;-
2931400;Teodoro Sampaio (BA);67;-;1;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;52;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2931509;Teofilândia (BA);1448;-;1;-;-;X;-;-;-;-;-;-;-;-;-;-;-;590;140;X;-;-;-;-;-;-;-;79;-;-;346;-;-;-;-;-;-;-;-;8;-;X;280;-;-;-;-;-;-;-;-;-;-;-;-
2931608;Teolândia (BA);441;2;6;-;X;X;-;-;X;0;X;X;-;-;-;-;-;3;1;5;-;-;-;-;-;-;X;418;X;X;2;-;-;-;-;-;-;-;-;-;-;X;-;-;2;-;-;-;-;-;-;-;-;-;-
2931707;Terra Nova (BA);191;-;34;-;-;1;-;-;-;7;-;-;-;-;-;-;-;X;3;X;-;-;-;-;-;-;-;107;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2931806;Tremedal (BA);2162;X;34;-;-;X;-;-;X;14;-;-;-;-;-;7;-;4;663;206;-;-;-;-;-;-;-;238;50;X;638;-;-;-;-;-;-;-;-;1;25;2;278;-;2;-;-;X;-;-;-;-;-;-;-
2931905;Tucano (BA);5814;-;17;-;-;36;-;-;-;2;X;-;-;-;-;-;X;147;1892;76;-;-;-;-;-;-;X;48;208;-;2922;-;-;-;-;2;-;-;-;54;2;119;205;-;75;-;-;-;-;-;-;-;-;-;-
2932002;Uauá (BA);687;-;2;-;-;-;-;-;-;X;-;-;-;-;-;X;-;64;51;7;-;-;X;-;-;-;X;7;6;2;91;-;-;-;X;-;-;-;-;6;X;12;438;X;-;-;-;-;-;-;-;-;-;-;-
2932101;Ubaíra (BA);280;3;16;-;-;5;-;-;X;3;X;-;-;-;-;-;-;6;15;35;-;-;-;-;-;-;-;175;2;X;15;-;-;-;-;0;-;-;-;X;3;X;-;-;0;-;-;X;-;-;-;-;-;-;-
2932200;Ubaitaba (BA);92;X;X;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;5;8;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
2932309;Ubatã (BA);41;1;X;-;-;-;-;-;0;1;-;-;-;-;-;-;-;X;X;1;-;-;-;-;-;-;-;38;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2932408;Uibaí (BA);1855;10;3;-;-;-;-;-;-;X;X;-;-;-;-;-;-;84;23;12;-;5;-;-;-;-;792;110;26;X;496;-;-;25;X;-;-;-;-;32;8;73;57;23;-;-;-;-;-;-;-;-;-;-;-
2932457;Umburanas (BA);1167;180;3;-;-;-;-;-;-;-;X;-;-;-;-;-;-;15;151;28;-;-;-;-;-;-;321;216;14;2;177;-;-;-;-;3;-;-;-;-;-;X;56;-;X;-;-;-;-;-;-;-;-;-;-
2932507;Una (BA);537;78;14;-;-;X;-;-;X;7;-;-;-;-;-;-;-;1;7;6;-;-;-;-;-;-;X;385;19;X;-;-;-;-;-;-;-;-;-;-;-;X;-;-;15;-;-;-;-;-;-;-;-;-;-
2932606;Urandi (BA);1703;-;11;4;8;-;X;-;-;7;26;-;-;-;-;X;-;36;726;15;-;-;-;-;-;-;-;37;14;X;245;-;-;106;-;X;-;-;-;9;13;45;116;284;X;-;-;-;-;-;-;-;-;-;-
2932705;Uruçuca (BA);61;6;1;-;-;-;-;-;X;-;X;-;-;-;-;-;X;X;1;5;-;-;-;-;-;-;-;38;X;-;5;-;-;-;-;-;-;-;-;X;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-
2932804;Utinga (BA);632;3;3;-;-;X;-;-;2;41;-;-;-;-;-;-;-;16;29;5;3;-;-;-;-;-;X;348;18;-;18;-;-;-;-;8;-;-;-;3;3;14;112;-;5;-;-;-;-;-;-;-;-;-;-
2932903;Valença (BA);1645;124;23;X;X;62;-;-;1;4;-;-;-;-;-;X;X;20;20;1;-;-;X;-;-;-;-;1335;20;X;25;-;-;-;-;0;-;-;-;1;X;X;-;-;6;-;-;-;-;-;-;-;-;X;-
2933000;Valente (BA);696;-;3;-;-;X;-;-;-;-;-;-;-;-;-;-;-;11;6;X;-;-;-;-;-;-;-;2;4;-;14;-;-;-;-;-;-;-;-;7;-;X;645;-;-;-;-;-;-;-;-;-;-;-;-
2933059;Várzea da Roça (BA);2000;-;11;-;-;X;-;-;-;-;X;-;-;-;-;-;X;492;142;95;-;-;-;-;-;-;3;232;104;-;473;-;-;X;-;2;-;-;-;10;-;144;278;X;10;-;-;-;-;-;-;-;-;-;-
2933109;Várzea do Poço (BA);317;-;1;-;-;-;-;-;-;-;0;-;-;-;-;0;-;2;13;20;-;-;-;-;-;-;-;26;10;-;34;-;-;-;-;-;-;-;-;8;-;37;165;X;X;-;-;X;-;-;-;-;-;-;-
2933158;Várzea Nova (BA);713;X;30;-;-;-;-;-;-;X;44;-;-;-;-;-;X;18;50;46;-;-;-;-;-;-;56;8;80;5;214;-;-;X;-;51;-;-;-;X;X;25;74;9;-;-;-;-;-;-;-;-;-;-;-
2933174;Varzedo (BA);430;1;1;-;-;2;-;-;-;1;-;-;-;-;-;X;-;X;2;1;-;-;-;-;-;-;-;421;-;-;X;-;-;-;-;X;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
2933208;Vera Cruz (BA);94;11;2;-;-;2;-;-;-;3;-;-;-;-;-;-;-;X;1;X;-;-;-;-;-;-;-;73;2;X;-;-;-;-;-;X;-;-;-;-;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-
2933257;Vereda (BA);143;X;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;X;10;-;-;-;-;-;-;-;-;33;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2933307;Vitória da Conquista (BA);4533;3;154;-;X;X;-;-;2;66;-;-;-;-;X;1;-;91;498;102;47;-;-;-;-;-;X;2049;95;-;193;-;-;-;-;X;-;-;-;279;120;41;697;X;93;-;-;-;-;-;-;-;-;-;-
2933406;Wagner (BA);288;4;4;-;-;-;-;-;-;13;-;-;-;-;-;-;-;11;7;35;-;-;-;-;-;-;13;54;10;-;128;-;-;-;-;X;-;-;-;-;-;4;2;-;X;-;-;-;-;-;-;-;-;-;-
2933455;Wanderley (BA);4364;-;46;X;1;X;-;-;-;20;0;-;-;-;-;X;-;X;7;146;-;X;-;-;-;-;-;82;89;X;606;-;-;1882;-;-;-;-;-;23;17;43;43;223;X;-;-;-;-;-;-;-;-;-;-
2933505;Wenceslau Guimarães (BA);256;2;2;-;-;3;-;-;-;3;-;-;-;-;-;-;X;4;4;3;-;-;-;-;-;-;X;215;X;-;X;-;-;-;-;-;-;-;-;X;-;1;-;X;16;-;-;-;-;-;-;-;-;-;-
2933604;Xique-Xique (BA);1277;-;72;X;-;-;-;-;X;6;49;-;-;-;-;-;-;20;114;151;-;1;-;-;-;-;8;170;284;1;277;-;-;10;4;-;-;-;-;36;1;9;2;38;19;-;-;-;X;-;-;-;-;-;-
3100104;Abadia dos Dourados (MG);7109;X;X;-;-;-;X;-;-;11;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;29;-;-;1183;-;2840;X;-;-;-;-;-;-;53;2524;-;60;-;-;-;-;-;-;-;-;-;-;-
3100203;Abaeté (MG);5160;25;35;-;-;-;X;-;X;181;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;15;X;-;814;-;X;X;-;-;-;-;-;302;1248;1726;-;384;-;-;-;-;-;-;-;-;-;-;-
3100302;Abre Campo (MG);1247;X;0;-;0;1;X;-;-;401;X;-;-;-;-;-;140;210;X;X;-;-;-;-;-;-;-;12;-;-;374;-;-;-;-;-;-;-;-;23;51;4;-;-;29;-;-;-;-;-;-;-;-;-;-
3100401;Acaiaca (MG);222;X;0;-;-;1;-;-;-;56;X;-;-;-;-;-;1;48;X;-;-;-;-;-;-;-;-;2;-;-;82;-;-;-;-;-;-;-;-;-;19;X;-;-;X;-;-;-;-;-;-;-;-;12;-
3100500;Açucena (MG);662;0;0;-;1;4;1;-;-;179;X;-;-;-;-;X;3;114;X;2;-;-;-;-;-;-;-;7;X;-;268;-;-;-;-;-;-;-;-;-;13;22;-;-;44;-;-;-;-;-;-;-;-;-;-
3100609;Água Boa (MG);2802;0;39;-;0;5;3;-;X;171;0;-;-;-;-;X;30;614;6;-;-;-;-;-;-;-;-;46;1;-;1104;-;-;-;-;-;-;-;-;57;170;458;-;92;6;-;-;-;-;-;-;-;-;-;-
3100708;Água Comprida (MG);34670;-;X;-;-;-;-;-;-;14056;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;4017;-;10299;5710;-;-;-;-;-;X;-;228;-;X;-;-;-;-;-;-;-;-;-;-;-
3100807;Aguanil (MG);1738;-;2;-;-;-;X;-;-;6;X;-;-;-;-;-;X;135;-;29;-;-;-;-;-;-;-;18;-;-;777;-;301;X;-;-;-;-;-;-;26;413;-;X;-;-;-;-;-;-;-;-;-;-;-
3100906;Águas Formosas (MG);264;1;1;X;-;X;1;-;X;24;X;-;-;-;-;-;1;8;5;1;-;-;-;-;-;-;-;205;0;X;10;-;-;-;-;-;-;-;-;-;5;X;-;-;1;-;-;-;X;-;-;-;-;-;-
3101003;Águas Vermelhas (MG);1187;2;49;-;X;1;-;-;X;2;X;-;-;-;-;1;9;108;179;8;-;-;-;-;-;-;-;378;6;-;260;-;-;-;-;-;-;-;-;-;18;9;155;-;X;-;-;-;-;-;-;-;-;X;-
3101102;Aimorés (MG);1157;0;4;-;-;0;53;-;X;10;-;-;-;-;-;-;185;4;X;-;-;-;-;-;-;-;-;6;X;-;307;-;-;-;-;-;-;-;-;-;260;292;-;14;20;-;-;-;-;-;-;-;-;-;-
3101201;Aiuruoca (MG);2765;X;0;-;0;X;X;-;0;77;0;-;-;-;X;-;1;169;14;X;-;-;X;-;-;X;-;2;X;X;958;-;232;-;-;-;-;-;-;12;41;1256;-;-;X;-;-;-;-;-;-;-;-;-;-
3101300;Alagoa (MG);398;-;-;-;-;-;-;-;-;14;X;-;-;-;X;-;-;0;X;X;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;211;50;104;-;-;-;-;-;-;-;-;-;-;-;-;-
3101409;Albertina (MG);29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
3101508;Além Paraíba (MG);1115;-;1;-;-;-;-;-;-;X;-;-;-;-;-;-;24;X;-;-;-;-;-;-;-;-;-;9;-;-;46;-;-;-;-;-;-;-;-;606;129;297;-;-;-;-;-;-;-;-;-;-;-;-;-
3101607;Alfenas (MG);22935;X;9;-;X;X;-;429;43;5028;-;-;-;-;-;1;X;3742;12;X;-;-;-;-;-;-;-;22;X;-;7167;-;4866;X;-;-;X;-;-;X;20;810;-;57;X;-;-;-;-;-;-;-;-;-;-
3101631;Alfredo Vasconcelos (MG);444;-;11;-;-;-;-;-;2;-;X;-;-;-;6;-;3;67;X;X;-;-;-;-;-;-;-;3;-;-;141;-;-;-;-;-;-;-;-;X;1;198;-;-;10;-;-;-;-;-;-;-;-;-;-
3101706;Almenara (MG);729;2;12;-;0;X;X;-;X;26;0;-;-;-;-;-;2;119;57;3;-;-;-;-;-;-;-;311;3;-;128;-;-;-;-;-;-;-;-;-;61;1;-;-;2;-;-;-;-;-;-;-;-;-;-
3101805;Alpercata (MG);459;X;12;-;-;X;-;-;-;50;-;-;-;-;-;-;X;X;X;-;-;-;-;-;-;-;-;6;-;-;275;-;-;-;-;-;-;-;-;X;69;17;-;X;-;-;-;-;-;-;-;-;-;-;-
3101904;Alpinópolis (MG);9050;-;1;-;-;X;X;X;-;745;X;-;-;-;-;X;X;416;-;-;-;-;-;-;-;-;-;1;X;-;2375;-;2323;291;-;-;-;-;-;-;36;2589;-;244;12;-;-;-;-;-;-;-;-;-;-
3102001;Alterosa (MG);3749;X;0;-;-;X;4;-;X;456;-;-;-;-;-;-;X;353;X;1;-;-;-;-;-;-;-;0;-;-;1654;-;253;-;-;-;-;-;-;-;7;1017;-;-;-;-;-;-;-;-;-;-;-;-;-
3102050;Alto Caparaó (MG);123;-;X;-;-;-;-;-;X;X;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;X;-;-;81;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
3102100;Alto Rio Doce (MG);2707;-;0;-;X;2;5;-;X;493;-;-;-;-;-;-;244;357;X;-;-;-;-;-;-;-;-;1;-;-;789;-;-;-;-;-;-;-;-;24;134;655;-;-;X;-;-;-;-;-;-;-;-;-;-
3102209;Alvarenga (MG);206;2;10;-;-;-;3;-;-;35;-;-;-;-;-;-;27;22;-;X;-;-;-;-;-;-;-;17;-;-;40;-;-;-;-;-;-;-;-;X;37;10;-;-;-;-;-;-;-;-;-;-;-;-;-
3102308;Alvinópolis (MG);1147;0;3;-;1;3;X;-;-;148;X;-;-;-;-;-;10;151;2;1;-;-;-;-;-;-;-;17;-;-;346;-;-;-;-;-;-;-;-;12;226;217;-;-;11;-;-;-;-;-;-;-;-;-;-
