Tabela 6957 - Produção, Valor da produção, Venda, Valor da venda e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por tipologia, produtos da lavoura temporária, condição do produtor em relação às terras e grupos de atividade econômica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Ano x Tipologia x Variável x Grupos de atividade econômica x Condição do produtor em relação às terras x Produtos da lavoura temporária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Área colhida nas lavouras temporárias (Hectares);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;Abacaxi;Abóbora, moranga, jerimum;Algodão herbáceo;Alho;Amendoim em casca;Arroz em casca;Aveia branca em grão;Batata-inglesa;Cana-de-açúcar;Cebola;Centeio em grão;Cevada em casca;Colza (canola);Ervilha em grão;Fava em grão;Feijão preto em grão;Feijão de cor em grão;Feijão fradinho em grão;Feijão verde;Fumo em folha seca;Gergelim (semente);Girassol (semente);Juta (fibra);Linho (fibra);Malva (fibra);Mamona;Mandioca (aipim, macaxeira);Melancia;Melão;Milho em grão;Rami (fibra);Soja em grão;Sorgo em grão;Sorgo vassoura;Tomate rasteiro (industrial);Trigo em grão;Trigo preto em grão;Triticale em grão;Forrageiras para corte;Cana forrageira;Milho forrageiro;Palma forrageira;Sorgo forrageiro;Outros produtos;Sementes de algodão (produzidas para plantio);Sementes de arroz (produzidas para plantio);Sementes de feijão (produzidas para plantio);Sementes de milho (produzidas para plantio);Sementes de soja (produzidas para plantio);Sementes de trigo (produzidas para plantio);Sementes de forrageiras (produzidas para plantio);Sementes de batata-inglesa (produzidas para plantio);Toletes de cana-de-açúcar (produzidas para plantio);Sementes e outras formas de propagação de outros produtos (produzidas para plantio)
5005681;Mundo Novo (MS);14140;X;1;-;-;X;-;62;X;4;X;-;-;-;-;-;-;X;1;X;-;-;-;-;-;-;-;612;X;-;4978;-;7773;-;-;-;-;-;-;-;4;15;-;X;6;-;-;-;X;-;-;-;-;-;-
5005707;Naviraí (MS);156045;2;1;-;X;X;-;293;-;5377;-;-;-;-;-;-;122;761;42;0;-;-;X;-;-;-;-;2433;1;X;62545;-;83673;-;-;-;X;-;-;7;19;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5005806;Nioaque (MS);3153;18;97;-;-;2;15;-;2;99;0;-;-;-;-;X;7;164;76;2;-;1;-;-;-;-;-;428;33;5;867;-;1147;-;X;0;-;-;-;95;34;18;-;-;X;-;-;-;-;-;-;-;-;-;-
5006002;Nova Alvorada do Sul (MS);151616;5;9;-;-;X;-;-;-;93699;-;-;-;-;-;-;-;X;1;-;-;-;-;-;-;-;-;72;8;0;25328;-;28083;-;-;X;-;-;-;-;13;X;-;-;-;-;-;-;-;-;-;-;-;X;-
5006200;Nova Andradina (MS);69628;12;4;-;-;X;-;X;-;39365;X;-;-;-;-;-;X;226;2;-;-;-;-;-;-;-;-;974;4;X;10109;-;17535;-;-;-;-;-;-;X;1206;58;X;X;1;-;-;-;-;-;-;-;-;-;X
5006259;Novo Horizonte do Sul (MS);11901;X;X;-;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1398;X;-;1838;-;2879;-;-;-;X;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5006275;Paraíso das Águas (MS);92889;X;X;-;-;X;X;-;-;21340;-;-;-;-;-;-;-;X;X;X;-;-;-;-;-;-;-;20;X;-;5793;-;52928;410;-;-;-;-;-;X;X;X;-;-;1256;-;-;-;-;-;-;10317;-;-;X
5006309;Paranaíba (MS);5561;X;-;-;-;X;-;-;-;4528;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;393;9;-;70;-;X;X;-;-;-;-;-;-;39;-;-;X;-;-;-;-;-;-;-;-;-;-;-
5006358;Paranhos (MS);10392;1;2;-;-;X;-;-;0;3;X;-;-;-;-;-;X;1;X;-;-;-;-;-;-;-;-;383;2;-;3406;-;6488;-;-;-;X;-;-;-;51;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5006408;Pedro Gomes (MS);9484;6;2;-;-;-;-;-;-;15;-;-;-;-;-;-;-;X;X;X;-;-;-;-;-;-;-;111;-;-;1738;-;7112;-;-;-;-;-;-;-;8;X;-;-;-;-;-;-;-;-;-;X;-;-;-
5006606;Ponta Porã (MS);391736;10;26;-;X;10;X;8424;1;44452;0;-;-;-;-;-;191;327;41;9;-;-;-;-;-;-;-;504;11;2;138864;-;194528;-;-;2;3421;-;-;37;10;268;-;-;14;-;-;-;-;-;-;-;-;X;-
5006903;Porto Murtinho (MS);3686;X;3;-;-;X;5;-;1;4;X;-;-;-;-;-;X;1;21;-;-;-;-;-;-;-;-;36;3;0;1339;-;2273;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5007109;Ribas do Rio Pardo (MS);13515;31;28;-;X;X;-;-;-;38;1;-;-;-;-;-;-;234;1;6;-;-;-;-;-;-;-;86;151;X;2860;-;8908;X;-;1;-;-;-;X;47;150;X;X;-;-;-;-;-;-;-;X;-;-;-
5007208;Rio Brilhante (MS);299529;10;19;-;-;7;3357;367;1;98307;-;-;-;-;-;-;X;55;8;0;-;-;-;-;-;-;-;120;15;1;93500;-;101985;-;-;0;-;-;-;X;603;19;X;-;X;-;-;-;-;-;-;-;-;X;-
5007307;Rio Negro (MS);3774;1;1;-;-;-;-;-;-;8;-;-;-;-;-;-;X;4;1;-;-;-;-;-;-;-;-;49;X;-;718;-;2830;-;-;-;-;-;-;-;9;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5007406;Rio Verde de Mato Grosso (MS);25647;2;8;-;-;X;-;-;-;21;-;-;-;-;-;-;30;31;X;-;-;-;-;-;-;-;-;79;X;-;8096;-;16580;-;-;X;-;-;-;X;22;X;-;-;-;-;-;-;-;-;-;754;-;-;-
5007505;Rochedo (MS);8220;2;2;-;-;-;-;-;-;19;-;-;-;-;-;-;-;291;1;-;-;-;-;-;-;-;-;55;5;-;2897;-;4870;-;-;X;-;-;-;X;6;67;-;X;X;-;-;-;-;-;-;-;-;-;-
5007554;Santa Rita do Pardo (MS);1101;X;X;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;25;X;-;202;-;-;-;-;-;-;-;-;-;X;X;-;-;X;-;-;-;-;-;-;X;-;-;-
5007695;São Gabriel do Oeste (MS);182562;3;3;X;-;X;X;X;X;X;-;-;-;-;-;-;15;121;4;-;-;-;-;-;-;-;-;89;6;X;74798;-;103506;1345;-;X;-;-;-;X;15;29;-;-;1601;-;-;-;-;-;-;740;-;-;X
5007703;Sete Quedas (MS);39640;-;-;-;-;X;-;X;-;X;-;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;142;-;-;15057;-;23789;-;-;-;X;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5007802;Selvíria (MS);1271;16;3;-;-;X;-;-;-;X;-;-;-;-;-;-;-;18;5;-;-;-;-;-;-;-;-;51;8;-;46;-;926;X;-;-;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5007901;Sidrolândia (MS);371342;164;67;X;X;9;X;414;X;4769;X;-;-;-;-;X;158;880;36;2;-;X;X;-;-;-;X;451;104;2;176285;-;181523;-;-;1;X;-;-;X;14;646;-;-;2301;-;-;-;-;-;-;-;-;-;X
5007935;Sonora (MS);84333;-;X;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;X;X;-;18685;-;48727;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;931;-;X;-
5007950;Tacuru (MS);21659;3;5;-;-;X;-;-;-;20;-;-;-;-;-;-;2;X;-;-;-;-;-;-;-;-;-;704;X;-;6666;-;14087;-;-;-;-;-;-;-;34;127;-;X;-;-;-;-;-;-;-;-;-;-;-
5007976;Taquarussu (MS);11044;-;X;-;-;X;-;-;-;4766;-;-;-;-;-;-;-;93;40;11;-;-;-;-;-;-;-;119;X;-;2444;-;3482;-;X;-;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5008008;Terenos (MS);20072;39;59;-;-;-;-;-;X;25;-;-;-;-;-;-;X;43;14;2;-;-;-;-;-;-;-;591;21;1;6716;-;11921;-;-;X;-;-;-;84;394;116;-;-;X;-;-;-;-;-;-;-;-;-;-
5008305;Três Lagoas (MS);664;3;309;-;-;X;-;-;-;10;-;-;-;-;-;-;X;5;2;X;-;-;-;-;-;-;-;44;1;-;14;-;-;-;-;X;-;-;-;-;7;265;-;-;-;-;-;-;-;-;-;-;-;-;-
5008404;Vicentina (MS);15696;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;37;X;X;4985;-;5071;-;X;-;-;-;-;-;X;83;-;-;X;-;-;-;-;-;-;-;-;-;-
5100102;Acorizal (MT);280;3;4;-;-;X;X;-;-;10;X;-;-;-;-;X;X;-;2;X;-;X;-;-;-;-;-;167;27;10;42;-;-;-;-;X;-;-;-;-;13;1;-;-;-;-;-;-;-;-;-;X;-;X;-
5100201;Água Boa (MT);181236;2;2;-;-;-;1082;-;-;8;-;-;-;-;-;-;-;X;X;-;-;700;-;-;-;-;-;56;13;X;26396;-;148427;495;-;-;-;-;-;293;8;2687;-;X;964;-;-;-;-;-;-;-;-;-;-
5100250;Alta Floresta (MT);21032;9;7;-;-;X;2929;-;X;7;-;-;-;-;-;X;-;X;3;2;-;-;-;-;-;-;-;47;30;5;3825;-;13878;-;X;-;-;-;-;X;X;279;-;-;1;-;-;-;-;-;-;-;-;-;X
5100300;Alto Araguaia (MT);52462;-;-;-;-;-;176;-;-;8768;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;7;-;-;13612;-;28104;X;-;-;-;-;-;-;-;X;-;X;X;-;-;-;-;X;-;X;-;-;-
5100359;Alto Boa Vista (MT);19476;X;28;-;-;-;456;-;-;X;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;36;X;-;1444;-;17508;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5100409;Alto Garças (MT);139850;-;-;5835;-;-;-;-;-;X;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;82;X;-;44296;-;76694;X;-;-;-;-;-;X;-;-;-;-;X;-;-;-;-;X;-;X;-;-;-
5100508;Alto Paraguai (MT);9270;3;1;-;-;-;9;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;196;6;-;3904;-;X;-;-;-;-;-;-;14;26;-;-;-;X;-;-;-;-;-;-;-;-;-;-
5100607;Alto Taquari (MT);132784;X;-;3346;-;-;X;-;-;X;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;-;6;-;-;41184;-;47656;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5100805;Apiacás (MT);422;5;4;-;-;2;X;-;X;3;-;-;-;-;-;-;X;3;X;2;-;-;-;-;-;-;-;74;9;X;37;-;-;-;-;X;-;-;-;-;2;26;-;-;2;-;-;-;-;-;-;-;-;-;-
5101001;Araguaiana (MT);4960;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;4;-;-;59;-;3000;X;-;X;-;-;-;-;-;X;-;X;-;-;-;-;-;-;-;X;-;-;-
5101209;Araguainha (MT);1335;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;310;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X
5101258;Araputanga (MT);2240;0;4;-;-;1;X;-;X;22;X;-;-;-;-;-;X;5;3;1;-;-;-;-;-;-;-;34;11;-;1098;-;X;-;-;-;-;-;-;63;69;312;X;X;X;-;-;-;-;-;-;-;-;-;-
5101308;Arenápolis (MT);2725;2;2;-;-;X;X;-;X;9;-;-;-;-;-;-;-;X;2;1;-;-;-;-;-;-;-;59;2;X;502;-;2008;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5101407;Aripuanã (MT);2445;15;21;-;-;2;24;-;X;11;-;-;-;-;-;-;1;47;2;-;-;-;-;-;-;-;-;245;20;1;1304;-;700;-;-;X;-;-;-;-;3;49;-;-;-;-;-;-;-;-;-;-;-;-;-
5101605;Barão de Melgaço (MT);70;1;1;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;37;2;-;14;-;-;-;-;-;-;-;-;-;X;X;-;-;2;-;-;-;-;-;-;-;-;-;-
5101704;Barra do Bugres (MT);40665;15;6;-;-;X;X;-;X;39764;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;63;3;-;130;-;X;-;-;-;-;-;-;X;-;X;-;-;2;-;-;-;-;-;-;-;-;X;-
5101803;Barra do Garças (MT);40636;7;34;-;-;-;19;-;-;10;-;-;-;-;-;-;X;X;3380;-;-;-;-;-;-;-;-;40;1;-;207;-;34438;-;-;-;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;X;-;-;-
5101852;Bom Jesus do Araguaia (MT);143316;X;-;X;-;-;X;-;-;X;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;89;-;-;36481;-;105135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5101902;Brasnorte (MT);345888;26;6;X;-;2;4257;-;0;24;X;-;-;-;-;X;X;702;4502;X;-;-;4760;-;-;-;-;42;17;1;92901;-;226562;2120;-;X;-;-;-;-;X;175;-;X;391;-;-;-;X;X;-;-;-;-;-
5102504;Cáceres (MT);11832;10;81;-;-;0;9;-;1;1499;X;-;-;-;-;-;X;21;8;3;-;-;-;-;-;-;-;347;45;3;4706;-;4345;X;-;1;-;-;-;2;165;83;-;-;3;-;-;-;-;-;-;-;-;-;-
5102603;Campinápolis (MT);34229;1;36;0;X;4;333;-;7;11;X;-;-;-;-;-;-;5;2034;-;-;-;-;-;-;-;-;81;19;-;10191;-;21486;-;-;X;-;-;-;-;X;18;-;-;4;-;-;-;-;-;-;-;-;-;-
5102637;Campo Novo do Parecis (MT);604242;1;5;70390;-;-;X;-;-;21826;-;-;-;-;-;-;-;740;1042;865;-;X;8375;-;-;-;X;14;4;-;167766;-;326468;X;-;-;-;-;-;-;1502;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5102678;Campo Verde (MT);357394;12;13;69611;-;5;X;-;-;15;X;-;-;-;-;-;16;2508;42;8;-;X;-;-;-;-;-;191;16;2;92060;-;191605;768;-;1;-;-;-;X;2;76;-;-;375;-;-;-;-;-;-;-;-;-;-
5102686;Campos de Júlio (MT);312671;X;-;26789;-;-;X;-;-;X;-;-;-;-;-;-;-;X;3995;-;-;-;X;-;-;-;-;X;-;-;99615;-;172244;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;-;-;-;-;-
5102694;Canabrava do Norte (MT);30155;X;X;-;-;-;-;-;-;X;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;-;15;X;-;12772;-;17359;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5102702;Canarana (MT);287436;-;25;-;-;X;X;-;-;1;-;-;-;-;-;-;-;X;X;X;-;5690;-;-;-;-;-;39;354;-;77034;-;201332;X;-;-;-;-;-;-;-;38;-;-;X;-;-;-;-;-;-;-;-;-;771
5102793;Carlinda (MT);11255;5;4;-;-;1;821;-;0;10;-;-;-;-;-;-;-;X;1;1;-;X;-;-;-;-;-;75;16;0;3768;-;6201;-;-;-;-;-;-;-;7;328;-;X;X;-;-;-;-;-;-;-;-;-;-
5102850;Castanheira (MT);923;X;1;-;-;X;5;-;-;20;-;-;-;-;-;-;-;X;-;X;-;-;-;-;-;-;-;62;X;-;343;-;-;-;-;X;-;-;-;X;6;281;-;X;-;-;-;-;-;-;-;-;-;-;-
5103007;Chapada dos Guimarães (MT);38306;13;8;7442;-;-;X;-;X;9;-;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;1034;9;-;8182;-;21590;-;-;2;-;-;-;X;X;3;-;-;X;-;-;-;-;-;-;-;-;-;-
5103056;Cláudia (MT);143308;25;27;-;-;3;1838;-;-;16;-;-;-;-;-;-;-;340;200;X;-;-;-;-;-;-;-;179;31;X;54958;-;84654;614;X;-;-;-;-;-;7;285;-;-;131;-;-;-;-;-;-;-;-;-;-
5103106;Cocalinho (MT);7828;2;14;-;-;-;X;-;-;X;-;-;-;-;-;-;X;X;X;-;-;-;-;-;-;-;-;33;2;X;1605;-;5105;X;-;-;-;-;-;-;X;X;-;180;-;-;-;-;-;-;-;-;-;-;-
5103205;Colíder (MT);17716;7;3;-;-;3;455;-;-;9;-;-;-;-;-;-;-;X;210;X;-;X;-;-;-;-;-;52;16;-;6414;-;10442;-;X;X;-;-;-;-;26;72;-;-;-;-;-;-;-;-;-;-;-;-;-
5103254;Colniza (MT);1371;18;43;-;-;6;97;-;X;20;X;-;-;-;-;-;3;52;7;13;-;X;-;-;-;-;-;279;43;1;757;-;-;-;-;0;-;-;-;-;2;31;-;-;0;-;-;-;-;-;-;-;-;-;-
5103304;Comodoro (MT);111792;8;18;X;-;7;X;-;1;19;X;-;-;-;-;X;X;40;18;4;-;-;-;-;-;-;-;168;11;X;39468;-;65768;-;-;-;-;-;-;-;37;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5103353;Confresa (MT);51954;4;0;-;-;-;43;-;-;23;-;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;187;92;X;19072;-;32418;-;-;0;-;-;-;X;14;44;-;22;2;-;-;-;-;-;-;-;-;-;X
5103361;Conquista D'Oeste (MT);7708;1;X;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;13;0;-;2186;-;5144;X;-;-;-;-;-;-;X;243;-;-;6;-;-;-;-;-;-;-;-;-;-
5103379;Cotriguaçu (MT);1180;12;68;-;-;3;65;-;X;25;-;-;-;-;-;-;5;53;4;-;-;-;-;-;-;-;-;206;18;2;643;-;-;-;-;-;-;-;-;-;10;X;-;-;13;-;-;X;49;-;-;-;-;-;-
5103403;Cuiabá (MT);654;26;15;X;-;X;2;-;X;127;0;-;-;-;-;-;X;2;2;-;-;-;-;-;-;-;-;212;7;X;124;-;X;-;-;X;-;-;-;-;21;3;-;-;10;-;-;-;-;-;-;-;-;-;-
5103437;Curvelândia (MT);2164;20;7;-;-;-;-;-;-;X;X;-;-;-;-;X;-;X;-;X;-;-;-;-;-;-;-;85;10;7;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5103452;Denise (MT);37959;X;X;-;-;-;-;-;-;34202;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;2;9;X;621;-;3108;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-
5103502;Diamantino (MT);523771;44;3;27013;-;X;180;-;X;2569;-;-;-;-;-;-;X;X;1630;205;-;-;X;-;-;-;-;113;16;-;187251;-;300943;750;-;X;-;-;-;-;4;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5103601;Dom Aquino (MT);62129;-;X;10227;-;-;-;-;-;4;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;55;-;-;14918;-;36182;X;-;X;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5103700;Feliz Natal (MT);192517;2;3;-;-;1;4717;-;1;4;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;69;4;X;68393;-;115482;-;-;X;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5103809;Figueirópolis D'Oeste (MT);868;1;0;-;-;1;-;-;-;32;X;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;19;2;-;125;-;-;-;-;-;-;-;-;X;250;402;-;-;9;-;-;-;-;-;-;-;-;-;-
5103858;Gaúcha do Norte (MT);236857;1;1;-;-;X;801;-;-;3;-;-;-;-;-;-;-;X;3476;X;-;-;-;-;-;-;-;49;1;-;44412;-;174997;-;-;-;-;-;-;-;X;331;-;-;10596;-;-;-;-;-;-;-;-;-;-
5103908;General Carneiro (MT);93824;X;5;X;-;-;-;-;-;X;-;-;-;-;-;-;-;1254;2130;X;-;-;-;-;-;-;-;22;X;-;26731;-;58333;-;-;-;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5103957;Glória D'Oeste (MT);1692;-;-;-;-;-;-;-;-;1655;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;10;-;X;-;-;-;-;-;-;-;-;8;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-
5104104;Guarantã do Norte (MT);18979;35;3;-;-;8;2140;-;X;14;-;-;-;-;-;-;-;50;1001;X;-;-;-;-;-;-;-;48;11;X;6280;-;9254;-;-;-;-;-;-;-;15;116;-;X;X;-;-;-;-;-;-;-;-;-;-
5104203;Guiratinga (MT);73671;X;0;X;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;X;-;18520;-;48954;X;-;X;-;-;-;-;2;X;-;-;-;-;-;-;X;X;-;-;-;-;-
5104500;Indiavaí (MT);1109;-;0;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;5;X;X;1063;-;-;-;-;-;-;-;-;6;12;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5104526;Ipiranga do Norte (MT);423313;-;-;13372;-;-;3305;-;-;-;-;-;-;-;-;-;-;X;2040;-;-;-;-;-;-;-;-;-;X;-;159039;-;243055;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5104542;Itanhangá (MT);184433;7;4;-;-;-;398;-;1;2;1;-;-;-;-;-;-;450;5794;-;-;-;-;-;-;-;-;26;80;X;72555;-;104170;X;-;-;-;-;-;-;X;X;-;-;81;-;-;-;-;-;-;-;-;-;-
5104559;Itaúba (MT);65397;-;1;-;-;-;4045;-;-;X;-;-;-;-;-;-;-;-;X;-;-;-;X;-;-;-;-;5;10;-;15158;-;44557;-;-;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-;-
5104609;Itiquira (MT);290621;-;X;2923;-;X;-;-;-;7;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;11;2;-;106588;-;179844;X;-;X;-;-;-;-;X;X;-;-;-;-;-;-;-;X;-;-;-;-;X
5104807;Jaciara (MT);73057;-;56;3589;-;2;303;-;-;12314;-;-;X;-;-;-;X;-;3;42;-;-;-;-;-;-;-;176;12;-;22200;-;33401;X;-;-;-;-;-;X;8;280;-;-;-;-;-;-;-;-;-;-;-;X;-
5104906;Jangada (MT);1817;7;9;-;-;-;5;-;X;359;-;-;-;-;-;-;-;1;1;X;-;-;-;-;-;-;-;292;6;X;96;-;981;-;-;X;-;-;-;X;9;47;-;-;1;-;-;-;-;-;-;-;-;-;-
5105002;Jauru (MT);499;X;1;-;-;X;-;-;-;15;-;-;-;-;-;-;-;X;5;-;-;-;-;-;-;-;-;127;1;-;101;-;-;-;-;-;-;-;-;X;84;155;-;-;-;-;-;-;-;-;-;X;-;-;-
5105101;Juara (MT);77628;4;17;-;-;2;12492;-;X;31;X;-;-;-;-;-;-;X;X;0;-;-;-;-;-;-;-;69;26;X;17151;-;45465;-;X;5;-;-;-;-;0;302;-;-;X;-;-;-;-;X;-;-;-;-;-
5105150;Juína (MT);9982;134;22;-;-;1;1338;-;X;26;-;-;-;-;-;-;-;13;47;X;-;-;-;-;-;-;-;314;49;3;2509;-;5467;-;-;7;-;-;-;-;10;39;-;-;X;-;-;-;-;-;-;-;-;-;-
5105176;Juruena (MT);1422;7;4;-;-;2;X;-;1;17;-;-;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;60;3;X;63;-;X;-;-;-;-;-;-;-;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-
5105200;Juscimeira (MT);34379;2;2;X;-;-;-;-;X;4;-;-;-;-;-;-;X;-;X;X;-;-;-;-;-;-;-;158;X;-;9726;-;22113;X;-;-;-;-;-;-;30;14;-;-;-;-;-;-;-;X;-;-;-;-;-
5105234;Lambari D'Oeste (MT);23707;2;6;-;-;3;-;-;X;21858;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;22;X;-;812;-;X;-;-;-;-;-;-;-;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-
5105259;Lucas do Rio Verde (MT);400859;X;14;25375;-;X;895;-;-;4;X;-;-;-;-;-;X;3171;750;-;-;-;-;-;-;-;-;25;13;-;161050;-;209459;-;-;X;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5105309;Luciara (MT);830;X;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;9;X;-;X;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5105507;Vila Bela da Santíssima Trindade (MT);32041;1;10;-;-;1;X;-;-;6;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;113;9;-;8180;-;20985;X;-;-;-;-;-;-;18;686;-;1608;0;-;-;-;-;-;-;-;-;-;-
5105580;Marcelândia (MT);82919;3;8;-;-;2;6632;-;-;19;-;-;-;-;-;-;X;-;3169;X;-;-;-;-;-;-;-;49;5;X;19746;-;52432;407;-;X;-;-;-;-;X;X;-;X;X;-;-;-;-;-;-;-;-;-;-
5105606;Matupá (MT);60981;14;19;-;-;X;2452;-;X;6;-;-;-;-;-;-;-;X;6;1;-;-;-;-;-;-;-;58;12;X;22764;-;33859;-;-;0;-;-;-;X;16;551;-;X;X;-;-;-;-;-;-;-;-;-;-
5105622;Mirassol d'Oeste (MT);13699;8;25;-;-;2;X;-;X;6400;2;-;-;-;-;-;-;X;5;3;-;-;-;-;-;-;X;106;18;2;62;-;X;-;5;X;-;-;-;-;56;379;-;-;24;-;-;-;-;-;-;-;-;-;-
5105903;Nobres (MT);63403;0;1;-;-;X;627;-;X;17;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;267;4;X;18164;-;44168;-;-;X;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5106000;Nortelândia (MT);28638;2;1;-;-;-;X;-;-;4;-;-;-;-;-;-;-;X;X;X;-;-;-;-;-;-;-;28;2;-;10805;-;17292;X;-;-;-;-;-;-;3;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5106109;Nossa Senhora do Livramento (MT);2068;42;52;X;X;X;8;-;1;268;-;-;-;-;-;-;X;2;3;X;-;-;-;-;-;-;X;481;14;2;321;-;X;-;-;X;-;-;-;X;27;X;-;-;X;-;-;-;-;-;-;-;-;-;-
